Date,Location_ID,Rainfall_mm,Wind_Speed_kmh,Surface_Runoff_Index
26-04-2026,LOC-103,5.72,11.2,1.52
27-04-2026,LOC-103,5.95,22.3,1.87
28-04-2026,LOC-103,0.16,8.6,0.06
29-04-2026,LOC-103,0,8.6,0
30-04-2026,LOC-103,4.22,21,1.99
01-05-2026,LOC-103,0.26,10.4,0.15
02-05-2026,LOC-103,0,22.7,0
03-05-2026,LOC-103,10.74,33.4,2.88
04-05-2026,LOC-103,0.69,24,0.44
05-05-2026,LOC-103,0,24,0
06-05-2026,LOC-103,0,32.6,0
07-05-2026,LOC-103,0,18.3,0
08-05-2026,LOC-103,0,15.7,0
09-05-2026,LOC-103,0,14.3,0
10-05-2026,LOC-103,0,30,0
11-05-2026,LOC-103,13.66,9.7,3.01
12-05-2026,LOC-103,3.29,22.2,1.87
13-05-2026,LOC-103,8.36,10.8,2.86
14-05-2026,LOC-103,8.56,23.5,6.82
15-05-2026,LOC-103,1.22,30.4,0.55
16-05-2026,LOC-103,0,14.6,0
17-05-2026,LOC-103,1.62,12.4,0.87
18-05-2026,LOC-103,6.86,21.8,3.97
19-05-2026,LOC-103,0,18,0
20-05-2026,LOC-103,0.6,25.4,0.21
21-05-2026,LOC-103,0,14,0
22-05-2026,LOC-103,0,27.6,0
23-05-2026,LOC-103,3.04,21.4,1.6
24-05-2026,LOC-103,2.29,11.2,1.71
25-05-2026,LOC-103,0,30,0
26-05-2026,LOC-103,0.82,32.7,0.44
27-05-2026,LOC-103,0,9.2,0
28-05-2026,LOC-103,2.43,12.4,1.33
29-05-2026,LOC-103,0,10,0
30-05-2026,LOC-103,18.38,12,12.2
31-05-2026,LOC-103,0,16.4,0
01-06-2026,LOC-103,0,20.9,0
02-06-2026,LOC-103,0.53,13.2,0.42
03-06-2026,LOC-103,0,25.8,0
04-06-2026,LOC-103,0,10.7,0
05-06-2026,LOC-103,1.76,29.7,0.73
06-06-2026,LOC-103,0,27.7,0
07-06-2026,LOC-103,0,12.6,0
08-06-2026,LOC-103,8.3,8.8,5.42
09-06-2026,LOC-103,0,34.3,0
10-06-2026,LOC-103,0,17.9,0
11-06-2026,LOC-103,2.35,22,1.65
12-06-2026,LOC-103,0,29.1,0
13-06-2026,LOC-103,0,6.4,0
14-06-2026,LOC-103,0,19.4,0
15-06-2026,LOC-103,0,10.9,0
16-06-2026,LOC-103,13.47,9.4,8.29
17-06-2026,LOC-103,3.48,15.9,1.05
18-06-2026,LOC-103,2.51,32.7,1.78
19-06-2026,LOC-103,0,22.2,0
20-06-2026,LOC-103,0,26.3,0
21-06-2026,LOC-103,0,29.3,0
22-06-2026,LOC-103,0,19.2,0
23-06-2026,LOC-103,5.96,21.2,3.02
24-06-2026,LOC-103,0,16.2,0
25-06-2026,LOC-103,8.48,14,3.9
26-06-2026,LOC-103,0,8.1,0
27-06-2026,LOC-103,0,12.9,0
28-06-2026,LOC-103,1.78,27.8,0.58
29-06-2026,LOC-103,0,29.1,0
01-01-2026,LOC-104,0.3,22.6,0.16
02-01-2026,LOC-104,8.96,26.8,6.04
03-01-2026,LOC-104,0,16.6,0
04-01-2026,LOC-104,0,33.8,0
05-01-2026,LOC-104,0,22.2,0
06-01-2026,LOC-104,2.05,7,0.93
07-01-2026,LOC-104,0,34.6,0
08-01-2026,LOC-104,0,16,0
09-01-2026,LOC-104,0.42,14.5,0.33
10-01-2026,LOC-104,0,27.3,0
11-01-2026,LOC-104,0,8,0
12-01-2026,LOC-104,0,12,0
13-01-2026,LOC-104,0,24.5,0
14-01-2026,LOC-104,0,11.5,0
15-01-2026,LOC-104,0.41,19.6,0.13
16-01-2026,LOC-104,0,33.2,0
17-01-2026,LOC-104,1.37,8.6,0.99
18-01-2026,LOC-104,0,16.6,0
19-01-2026,LOC-104,0,12.5,0
20-01-2026,LOC-104,4.62,9.4,2.94
21-01-2026,LOC-104,0,18,0
22-01-2026,LOC-104,0,16.5,0
23-01-2026,LOC-104,3.77,5.3,1.52
24-01-2026,LOC-104,0,15.2,0
25-01-2026,LOC-104,0.65,13.2,0.33
26-01-2026,LOC-104,0,34.7,0
27-01-2026,LOC-104,11.34,30.1,2.59
28-01-2026,LOC-104,0.69,6,0.31
29-01-2026,LOC-104,0,10.5,0
30-01-2026,LOC-104,0,25.5,0
31-01-2026,LOC-104,0,34.6,0
01-02-2026,LOC-104,17.43,9.1,7.86
02-02-2026,LOC-104,13.46,23,3.85
03-02-2026,LOC-104,0.96,15.6,0.41
04-02-2026,LOC-104,0,28.7,0
05-02-2026,LOC-104,0.11,21.9,0.07
06-02-2026,LOC-104,0,33.3,0
07-02-2026,LOC-104,0.32,24.6,0.24
08-02-2026,LOC-104,0,30.1,0
09-02-2026,LOC-104,0,24.5,0
10-02-2026,LOC-104,1.34,12.9,0.83
11-02-2026,LOC-104,0,18.9,0
12-02-2026,LOC-104,0,25.4,0
13-02-2026,LOC-104,0,11.8,0
14-02-2026,LOC-104,0,8.8,0
15-02-2026,LOC-104,5.75,13.4,3.47
16-02-2026,LOC-104,2.13,14.9,1.16
17-02-2026,LOC-104,0,24.5,0
18-02-2026,LOC-104,0,25.4,0
19-02-2026,LOC-104,0,10.5,0
20-02-2026,LOC-104,7.58,32.6,2.91
21-02-2026,LOC-104,0,16.5,0
22-02-2026,LOC-104,20.73,29.7,11.05
23-02-2026,LOC-104,0,10.9,0
24-02-2026,LOC-104,2.96,33,2.11
25-02-2026,LOC-104,0,8.9,0
26-02-2026,LOC-104,0,28.7,0
27-02-2026,LOC-104,0,19.4,0
28-02-2026,LOC-104,0.16,31.9,0.09
01-03-2026,LOC-104,0.01,23.8,0.01
02-03-2026,LOC-104,0,28.6,0
03-03-2026,LOC-104,1.32,29.2,0.41
04-03-2026,LOC-104,14.11,15.1,7.31
05-03-2026,LOC-104,0.41,19.8,0.17
06-03-2026,LOC-104,10.46,26,6.21
07-03-2026,LOC-104,2.28,17.1,1.21
08-03-2026,LOC-104,6.44,21.5,4.26
09-03-2026,LOC-104,0,26.9,0
10-03-2026,LOC-104,0,23.3,0
11-03-2026,LOC-104,0,22,0
12-03-2026,LOC-104,11.3,15.6,8.71
13-03-2026,LOC-104,7.75,26,2.51
14-03-2026,LOC-104,0,26.8,0
15-03-2026,LOC-104,3.24,14.4,1.2
16-03-2026,LOC-104,1.62,26.4,0.7
17-03-2026,LOC-104,0.77,11.1,0.47
