Date,Location_ID,Rainfall_mm,Wind_Speed_kmh,Surface_Runoff_Index
,LOC-101,0,26.7,0
,LOC-101,0,32.1,0
,LOC-101,4.24,14.2,2.11
,LOC-101,0,5.7,0
,LOC-101,3.57,12.3,1.43
,LOC-101,3.73,20.9,2.9
,LOC-101,0,19.4,0
,LOC-101,1.54,9.5,0.96
,LOC-101,0,32.7,0
,LOC-101,0,6.6,0
,LOC-101,5.05,33.1,1.4
,LOC-101,0,30.2,0
,LOC-101,8.02,15.9,2.65
,LOC-101,1.83,17,1.13
,LOC-101,0,29.6,0
,LOC-101,4.6,22.2,2.19
,LOC-101,0,18.9,0
,LOC-101,0,26,0
,LOC-101,5.93,28,4.16
,LOC-101,0,29.7,0
,LOC-101,10.88,5.7,4.68
,LOC-101,0,25.4,0
,LOC-101,0,16.4,0
,LOC-101,7.18,17.9,1.67
,LOC-101,0,18.7,0
,LOC-101,0,21.2,0
,LOC-101,1.22,6.3,0.47
,LOC-101,15.09,7.3,3.28
,LOC-101,6.89,34.8,3.02
,LOC-101,0,15.9,0
,LOC-101,1.11,27.5,0.41
,LOC-101,0.63,27.7,0.16
,LOC-101,0,27,0
,LOC-101,0,30.9,0
,LOC-101,0,10,0
,LOC-101,0,34.1,0
,LOC-101,0,34.5,0
,LOC-101,2.02,16.5,1.12
,LOC-101,0,12.7,0
,LOC-101,0,21.1,0
,LOC-101,0,13.1,0
,LOC-101,0,20.6,0
,LOC-101,0,27.6,0
,LOC-101,0,8.9,0
,LOC-101,1.6,31.4,1.12
,LOC-101,3.07,28.1,1.7
,LOC-101,0,34.8,0
,LOC-101,0,31.8,0
,LOC-101,6.28,6.1,2.87
,LOC-101,4.37,33.1,3.15
,LOC-101,0,7.2,0
,LOC-101,5.1,18.4,3.05
,LOC-101,11.18,33.7,5.69
,LOC-101,16.69,9.5,3.52
,LOC-101,1.09,6.3,0.32
,LOC-101,6.09,26.4,1.56
,LOC-101,6.72,24.8,2.27
,LOC-101,0,30.4,0
,LOC-101,4.43,18.5,2.9
,LOC-101,0,25.2,0
,LOC-101,1.72,13.3,1.03
,LOC-101,4.31,20.8,1.28
,LOC-101,6.06,34,2.3
,LOC-101,2.85,21.8,1.97
,LOC-101,0,7.8,0
,LOC-101,0,32.3,0
,LOC-101,0.7,12.3,0.24
,LOC-101,1.11,28.6,0.53
,LOC-101,9.13,27.2,6.6
,LOC-101,9.28,12.8,2.4
,LOC-101,2.85,17.8,1.47
,LOC-101,0,23.8,0
,LOC-101,12.93,33.1,5.42
,LOC-101,0,33.6,0
,LOC-101,2.62,21.9,1.77
,LOC-101,3.26,22.5,2.59
,LOC-101,7.7,26.8,4.78
,LOC-101,3.03,19.2,1.46
,LOC-101,0,12.2,0
,LOC-101,1.61,9.2,0.44
,LOC-101,0.03,19.1,0.01
,LOC-101,15.9,33.8,7.4
,LOC-101,4.58,15.5,2.14
,LOC-101,0,28.9,0
,LOC-101,5.89,24.9,3.04
,LOC-101,0,17.1,0
,LOC-101,6.56,11.8,1.71
,LOC-101,0,30.7,0
,LOC-101,4.78,8.9,1.29
,LOC-101,0,22,0
,LOC-101,5.8,14.5,1.78
,LOC-102,0,27.1,0
,LOC-102,0,30.7,0
,LOC-102,0,27.3,0
,LOC-102,2.9,16.4,1.92
,LOC-102,0,26.1,0
,LOC-102,1.63,10.6,0.58
,LOC-102,2.31,10.2,0.6
,LOC-102,0,9.1,0
,LOC-102,0.1,8.5,0.07
,LOC-102,2,7.6,1.25
,LOC-102,0,6.4,0
,LOC-102,0,22.7,0
,LOC-102,3.95,17.7,2.26
,LOC-102,0,12.4,0
,LOC-102,2.33,30.2,1.07
,LOC-102,0,5.8,0
,LOC-102,5.45,9.5,1.43
,LOC-102,0,17,0
,LOC-102,6.44,17.4,1.36
,LOC-102,0,25.5,0
,LOC-102,2.6,5.9,2.03
,LOC-102,3.99,7.1,2.09
,LOC-102,5.7,26.6,1.43
,LOC-102,0,8.8,0
,LOC-102,0,28.7,0
,LOC-102,8.61,11.7,6.24
,LOC-102,0,11.2,0
,LOC-102,12.36,14.9,7.7
,LOC-102,8.21,13.9,4.15
,LOC-102,0.13,16.3,0.08
,LOC-102,0,33.7,0
,LOC-102,1.22,6.5,0.46
,LOC-102,6.98,11.3,2.22
,LOC-102,3.06,28.8,0.66
,LOC-102,6.56,34.8,3.98
,LOC-102,0,8.2,0
,LOC-102,0,32,0
,LOC-102,0,17.1,0
,LOC-102,0,5.5,0
,LOC-102,0,6,0
,LOC-102,0,21.8,0
,LOC-102,0.35,17.5,0.12
,LOC-102,0,32.6,0
,LOC-102,2.91,25.1,0.64
,LOC-102,0,21.6,0
,LOC-102,0,29.2,0
,LOC-102,0,18.2,0
,LOC-102,5.03,28.2,1.99
,LOC-102,9.91,15.4,4
,LOC-102,0.26,15.5,0.07
,LOC-102,0,8.4,0
,LOC-102,1.71,30.5,0.79
,LOC-102,15.41,28.2,11.7
,LOC-102,11.3,12.1,4.6
,LOC-102,2.76,30.1,2.01
,LOC-102,0,29.7,0
,LOC-102,0,20.5,0
,LOC-102,0,22.4,0
,LOC-102,4.99,14.5,1.69
,LOC-102,9.03,11.9,2
,LOC-102,4.78,8,2.64
,LOC-102,0,28.2,0
,LOC-102,0,9.7,0
,LOC-102,6.67,25.7,3.03
,LOC-102,0.38,29.1,0.13
,LOC-102,0,20.6,0
,LOC-102,4.38,17.1,3.36
,LOC-102,0,29.1,0
,LOC-102,0,5,0
,LOC-102,0,8.1,0
,LOC-102,0,23.4,0
,LOC-102,0,17.7,0
,LOC-102,0,29.3,0
,LOC-102,3.65,23.1,1.69
,LOC-102,12.87,24.2,8.91
,LOC-102,0,32.2,0
,LOC-102,0,6.6,0
,LOC-102,12.22,30.4,5.96
,LOC-102,17.45,20.1,5.33
,LOC-102,18.53,31.2,13.29
,LOC-102,11.22,28.3,7.08
,LOC-102,0,23.6,0
,LOC-102,3.38,8.8,0.69
,LOC-102,3.99,14.9,1.2
,LOC-102,0,8,0
,LOC-102,0,19,0
,LOC-102,0,30.5,0
,LOC-102,0,10.3,0
,LOC-102,3.77,27.9,0.84
,LOC-102,0.5,25.2,0.14
,LOC-102,3.57,7.5,2.04
,LOC-102,0,28.3,0
,LOC-102,0,16.2,0
,LOC-102,1.95,22.1,1.51
,LOC-102,0,34.7,0
,LOC-102,0,18.1,0
,LOC-102,0,7.1,0
,LOC-102,5.23,22.1,1.57
,LOC-102,16.19,6.2,4
,LOC-102,8.45,23.5,6.48
,LOC-102,1.22,26.9,0.72
,LOC-102,1.2,22.9,0.8
,LOC-102,0,16.4,0
,LOC-102,0,23.7,0
,LOC-102,0,34.5,0
,LOC-102,0,17.9,0
,LOC-102,0,14.4,0
,LOC-102,0,19.1,0
,LOC-102,1.99,17.7,1.2
,LOC-102,0,29.6,0
,LOC-102,2.35,18.9,0.49
,LOC-102,0,18.8,0
,LOC-102,16.92,31.6,3.47
,LOC-102,0.35,13.2,0.19
,LOC-102,5.32,6.5,1.39
,LOC-102,0,7.7,0
,LOC-102,8.88,17.3,5.47
,LOC-102,0,34.2,0
,LOC-102,14.54,30.9,3.49
,LOC-102,0.64,5.2,0.15
,LOC-102,11.96,11.8,6.32
,LOC-102,3.43,16.8,1.68
,LOC-102,3.24,28.5,1.49
,LOC-102,0,14.8,0
,LOC-102,0,9.4,0
,LOC-102,0,28,0
,LOC-102,15.13,22,4.53
,LOC-102,10.14,30.9,6.25
,LOC-102,0.07,27.4,0.02
,LOC-102,0,21.5,0
,LOC-102,3.89,33.8,1.06
,LOC-102,0.69,16.5,0.38
,LOC-102,0.02,12.8,0.01
,LOC-102,0,24.1,0
,LOC-102,0,10.7,0
,LOC-102,0,25.6,0
,LOC-102,0,22,0
,LOC-102,0,30.6,0
,LOC-102,3.95,26,3.01
,LOC-102,1.54,22.1,0.72
,LOC-102,1.05,6.9,0.48
,LOC-102,0,14.5,0
,LOC-102,0,34.4,0
,LOC-102,0,8.9,0
,LOC-102,0,23.5,0
,LOC-102,0,29.8,0
,LOC-102,0,15.7,0
,LOC-102,10.25,34.1,7.75
,LOC-102,5.16,28.4,2.37
,LOC-102,0,15.5,0
,LOC-102,3.03,11.4,0.97
,LOC-102,5.66,21.4,2.49
,LOC-102,0,6.7,0
,LOC-102,2.46,16.5,0.52
,LOC-102,0,30.2,0
,LOC-102,0,23.8,0
,LOC-102,0,26.5,0
,LOC-102,0,25,0
,LOC-102,1.27,19,0.44
,LOC-102,0,13.9,0
,LOC-102,7.64,7.1,5.53
,LOC-102,11.06,15.3,5.29
,LOC-102,1.59,32.5,1.11
,LOC-102,1.96,12.1,0.78
,LOC-102,2.03,22,0.9
,LOC-102,0,10.8,0
,LOC-102,0.25,31.7,0.15
,LOC-102,4.92,13.9,2.21
,LOC-102,1.83,19.1,0.39
,LOC-103,2.7,20.8,0.73
,LOC-103,1.8,24,0.99
,LOC-103,1.74,27.7,0.75
,LOC-103,0,25.2,0
,LOC-103,11.51,13.6,8.52
,LOC-103,0,24.8,0
,LOC-103,0,14.3,0
,LOC-103,0,16.1,0
,LOC-103,0,7.9,0
,LOC-103,0,16.4,0
,LOC-103,0.37,24,0.23
,LOC-103,0,25,0
,LOC-103,0,16.7,0
,LOC-103,3.42,13.3,1.66
,LOC-103,8.09,24.5,3.89
,LOC-103,0,16.6,0
,LOC-103,0,20.9,0
,LOC-103,7.51,9.6,2.29
,LOC-103,0,27.1,0
,LOC-103,3.69,29.8,2.01
,LOC-103,6.38,24.3,3.44
,LOC-103,2.72,7.9,0.61
,LOC-103,0,23,0
,LOC-103,0,14.7,0
,LOC-103,0,30.3,0
,LOC-103,4.19,34.3,1.52
,LOC-103,0,6.6,0
,LOC-103,0.45,12.3,0.32
,LOC-103,0,7.1,0
,LOC-103,0,33.3,0
,LOC-103,12.9,20.2,4.49
,LOC-103,0,26.6,0
,LOC-103,0,21.1,0
,LOC-103,0,30.9,0
,LOC-103,0,11.6,0
,LOC-103,6.39,9.5,4.66
,LOC-103,0,11.7,0
,LOC-103,0,31.6,0
,LOC-103,0,30.4,0
,LOC-103,1.2,26.5,0.4
,LOC-103,4.1,25.9,1.11
,LOC-103,0,9.2,0
,LOC-103,0,27,0
,LOC-103,0.23,11.1,0.16
,LOC-103,3.23,6.5,1.83
,LOC-103,0,14.5,0
,LOC-103,0,7.8,0
,LOC-103,0.29,20.8,0.07
,LOC-103,4.75,10.2,1.01
,LOC-103,0,20.2,0
,LOC-103,16.59,32.9,8.99
,LOC-103,15.07,7.5,3.06
,LOC-103,0,21.9,0
,LOC-103,0,21.4,0
,LOC-103,0,14.6,0
,LOC-103,0,29.4,0
,LOC-103,6.49,28.8,3.91
,LOC-103,5.5,20.4,2.3
,LOC-103,1.77,21.3,0.81
,LOC-103,0,34.2,0
,LOC-103,0,9.8,0
,LOC-103,0,23.4,0
,LOC-103,0,10.8,0
,LOC-103,4.76,11.2,1.37
,LOC-103,0,23.8,0
,LOC-103,2.81,25.7,1.44
,LOC-103,0.89,23,0.44
,LOC-103,0,27.5,0
,LOC-103,0,16.2,0
,LOC-103,0,19.2,0
,LOC-103,0.86,22.8,0.63
,LOC-103,0.53,16.9,0.27
,LOC-103,0.98,34.5,0.42
,LOC-103,0,17.4,0
,LOC-103,0,13.7,0
,LOC-103,1.91,9.5,1.29
,LOC-103,0.53,33.4,0.13
,LOC-103,2.76,21.7,0.91
,LOC-103,16.06,18.8,8.25
,LOC-103,0,31.8,0
,LOC-103,3.91,33.7,1.14
,LOC-103,5.55,8.8,2.26
,LOC-103,0,22,0
,LOC-103,0,24.6,0
,LOC-103,17.98,28.4,5.1
,LOC-103,2.55,26.9,1.32
,LOC-103,2.77,6.9,1.48
,LOC-103,0,34,0
,LOC-103,0,32.2,0
,LOC-103,0,13.9,0
,LOC-103,7.92,33.9,1.93
,LOC-103,0,7.4,0
,LOC-103,0,8,0
,LOC-103,0,26.5,0
,LOC-103,0,17.8,0
,LOC-103,0,15,0
,LOC-103,0,30.8,0
,LOC-103,1.67,32,1.13
,LOC-103,0,25.1,0
,LOC-103,0,13.8,0
,LOC-103,1.4,30.2,0.6
,LOC-103,6.22,32.5,2.17
,LOC-103,2.56,5.4,0.7
,LOC-103,4.03,7.2,1.5
,LOC-103,0,23.7,0
,LOC-103,0,32,0
,LOC-103,5.72,11.2,1.52
,LOC-103,5.95,22.3,1.87
,LOC-103,0.16,8.6,0.06
,LOC-103,0,8.6,0
,LOC-103,4.22,21,1.99
,LOC-103,0.26,10.4,0.15
,LOC-103,0,22.7,0
,LOC-103,10.74,33.4,2.88
,LOC-103,0.69,24,0.44
,LOC-103,0,24,0
,LOC-103,0,32.6,0
,LOC-103,0,18.3,0
,LOC-103,0,15.7,0
,LOC-103,0,30,0
,LOC-103,13.66,9.7,3.01
,LOC-103,3.29,22.2,1.87
,LOC-103,8.36,10.8,2.86
,LOC-103,8.56,23.5,6.82
,LOC-103,1.22,30.4,0.55
,LOC-103,1.62,12.4,0.87
,LOC-103,6.86,21.8,3.97
,LOC-103,0,18,0
,LOC-103,0.6,25.4,0.21
,LOC-103,0,14,0
,LOC-103,0,27.6,0
,LOC-103,3.04,21.4,1.6
,LOC-103,2.29,11.2,1.71
,LOC-103,0.82,32.7,0.44
,LOC-103,2.43,12.4,1.33
,LOC-103,0,10,0
,LOC-103,18.38,12,12.2
,LOC-103,0.53,13.2,0.42
,LOC-103,0,25.8,0
,LOC-103,0,10.7,0
,LOC-103,1.76,29.7,0.73
,LOC-103,0,27.7,0
,LOC-103,0,12.6,0
,LOC-103,8.3,8.8,5.42
,LOC-103,0,34.3,0
,LOC-103,0,17.9,0
,LOC-103,2.35,22,1.65
,LOC-103,0,29.1,0
,LOC-103,0,6.4,0
,LOC-103,0,19.4,0
,LOC-103,0,10.9,0
,LOC-103,13.47,9.4,8.29
,LOC-103,3.48,15.9,1.05
,LOC-103,2.51,32.7,1.78
,LOC-103,0,22.2,0
,LOC-103,0,26.3,0
,LOC-103,0,29.3,0
,LOC-103,5.96,21.2,3.02
,LOC-103,8.48,14,3.9
,LOC-103,0,8.1,0
,LOC-103,0,12.9,0
,LOC-103,1.78,27.8,0.58
,LOC-104,0.3,22.6,0.16
,LOC-104,8.96,26.8,6.04
,LOC-104,0,16.6,0
,LOC-104,0,33.8,0
,LOC-104,0,22.2,0
,LOC-104,2.05,7,0.93
,LOC-104,0,34.6,0
,LOC-104,0,16,0
,LOC-104,0.42,14.5,0.33
,LOC-104,0,27.3,0
,LOC-104,0,8,0
,LOC-104,0,12,0
,LOC-104,0,24.5,0
,LOC-104,0,11.5,0
,LOC-104,0.41,19.6,0.13
,LOC-104,0,33.2,0
,LOC-104,1.37,8.6,0.99
,LOC-104,0,12.5,0
,LOC-104,4.62,9.4,2.94
,LOC-104,0,18,0
,LOC-104,0,16.5,0
,LOC-104,3.77,5.3,1.52
,LOC-104,0,15.2,0
,LOC-104,0.65,13.2,0.33
,LOC-104,0,34.7,0
,LOC-104,11.34,30.1,2.59
,LOC-104,0.69,6,0.31
,LOC-104,0,10.5,0
,LOC-104,0,25.5,0
,LOC-104,17.43,9.1,7.86
,LOC-104,13.46,23,3.85
,LOC-104,0.96,15.6,0.41
,LOC-104,0,28.7,0
,LOC-104,0.11,21.9,0.07
,LOC-104,0,33.3,0
,LOC-104,0.32,24.6,0.24
,LOC-104,0,30.1,0
,LOC-104,1.34,12.9,0.83
,LOC-104,0,18.9,0
,LOC-104,0,25.4,0
,LOC-104,0,11.8,0
,LOC-104,0,8.8,0
,LOC-104,5.75,13.4,3.47
,LOC-104,2.13,14.9,1.16
,LOC-104,7.58,32.6,2.91
,LOC-104,20.73,29.7,11.05
,LOC-104,0,10.9,0
,LOC-104,2.96,33,2.11
,LOC-104,0,8.9,0
,LOC-104,0,19.4,0
,LOC-104,0.16,31.9,0.09
,LOC-104,0.01,23.8,0.01
,LOC-104,0,28.6,0
,LOC-104,1.32,29.2,0.41
,LOC-104,14.11,15.1,7.31
,LOC-104,0.41,19.8,0.17
,LOC-104,10.46,26,6.21
,LOC-104,2.28,17.1,1.21
,LOC-104,6.44,21.5,4.26
,LOC-104,0,26.9,0
,LOC-104,0,23.3,0
,LOC-104,0,22,0
,LOC-104,11.3,15.6,8.71
,LOC-104,7.75,26,2.51
,LOC-104,0,26.8,0
,LOC-104,3.24,14.4,1.2
,LOC-104,1.62,26.4,0.7
,LOC-104,0.77,11.1,0.47
,LOC-104,0,11.1,0
,LOC-104,0,17.6,0
,LOC-104,0,19.7,0
,LOC-104,2.5,26.9,0.81
,LOC-104,0,5.2,0
,LOC-104,8.51,18.7,5.79
,LOC-104,0.02,12.6,0.01
,LOC-104,0.34,26.2,0.18
,LOC-104,0,13.8,0
,LOC-104,0,6.9,0
,LOC-104,0,15.4,0
,LOC-104,0,6.6,0
,LOC-104,0,19,0
,LOC-104,0,31.3,0
,LOC-104,0,28.8,0
,LOC-104,10.02,22.4,2.67
,LOC-104,0,13.4,0
,LOC-104,5.83,31.1,1.28
,LOC-104,0,28.5,0
,LOC-104,6.07,12.4,3.06
,LOC-104,0,24.4,0
,LOC-104,13.31,25.6,5.22
,LOC-104,0,30.6,0
,LOC-104,0,11.2,0
,LOC-104,0,33.1,0
,LOC-104,0.2,33.4,0.16
,LOC-104,5.56,26,1.52
,LOC-104,0.31,14.5,0.25
,LOC-104,1.04,30.9,0.45
,LOC-104,0,12.9,0
,LOC-104,10.89,26.5,3.04
,LOC-104,11.51,15.4,3.07
,LOC-104,6.52,31.9,1.51
,LOC-104,0,22.9,0
,LOC-104,0,16.9,0
,LOC-104,1.9,19.5,1.31
,LOC-104,1.31,12.6,1
,LOC-104,0,26.6,0
,LOC-104,0,24.6,0
,LOC-104,0,24.1,0
,LOC-104,0,28.2,0
,LOC-104,0,17.2,0
,LOC-104,0,5.9,0
,LOC-104,17.98,6.7,5.28
,LOC-104,0,6.7,0
,LOC-104,0,8.4,0
,LOC-104,0,12.4,0
,LOC-104,1.77,27.4,1.41
,LOC-104,3.81,29.8,3.03
,LOC-104,0,12.6,0
,LOC-104,7.79,25.2,4.41
,LOC-104,0,31.2,0
,LOC-104,0,5.7,0
,LOC-104,3.92,22.3,2.44
,LOC-104,0,11.7,0
,LOC-104,0,18.6,0
,LOC-104,0,10.6,0
,LOC-104,0,20,0
,LOC-104,0.78,31.2,0.29
,LOC-104,0,21.4,0
,LOC-104,2.4,14.6,1.71
,LOC-104,0,10.4,0
,LOC-104,0,20.6,0
,LOC-104,0,7.2,0
,LOC-104,30.68,32,23.18
,LOC-104,4.78,8.9,2.74
,LOC-104,0,31.6,0
,LOC-104,0.27,21,0.1
,LOC-104,0,16.7,0
,LOC-104,0,19.6,0
,LOC-104,0,15.9,0
,LOC-104,0,19.2,0
,LOC-104,2.08,16.7,1.36
,LOC-104,0,31,0
,LOC-104,0,27.7,0
,LOC-104,19.37,19.8,14.76
,LOC-104,0,31.8,0
,LOC-104,0,32.2,0
,LOC-104,0,9.3,0
,LOC-104,0,10.1,0
,LOC-104,0,11.6,0
,LOC-104,0.52,32.8,0.28
,LOC-104,0,9.1,0
,LOC-104,0,24.7,0
,LOC-104,2.26,18.5,1.62
,LOC-104,0,14.8,0
,LOC-104,7.21,14.5,2.07
,LOC-104,0.4,7.9,0.2
,LOC-104,7.45,33.1,2.12
,LOC-104,0,13.5,0
,LOC-104,0,5.8,0
,LOC-104,0,20.9,0
,LOC-104,0,12.2,0
,LOC-105,0,8.2,0
,LOC-105,0,32.8,0
,LOC-105,0,13.9,0
,LOC-105,0,29.6,0
,LOC-105,7.07,6.6,4.97
,LOC-105,25.33,8.8,14.39
,LOC-105,0,12.9,0
,LOC-105,4.52,30.5,0.93
,LOC-105,0,22.9,0
,LOC-105,1.8,18,0.93
,LOC-105,0,32.3,0
,LOC-105,0,30.5,0
,LOC-105,0.65,10.5,0.5
,LOC-105,2.45,24.2,1.88
,LOC-105,0,6.8,0
,LOC-105,0,10.6,0
,LOC-105,0,29.5,0
,LOC-105,0,25.2,0
,LOC-105,0,8.1,0
,LOC-105,0,5.8,0
,LOC-105,2.38,5.8,1.51
,LOC-105,0.67,9.1,0.46
,LOC-105,7.82,11,3.49
,LOC-105,0.87,11.3,0.32
,LOC-105,0,20.3,0
,LOC-105,12.25,30,4.32
,LOC-105,0,20,0
,LOC-105,0.23,14.7,0.12
,LOC-105,0,24.6,0
,LOC-105,0,11,0
,LOC-105,0,13.4,0
,LOC-105,0,20.2,0
,LOC-105,6.21,9.4,2.94
,LOC-105,0,5.5,0
,LOC-105,0,25.5,0
,LOC-105,7.15,6.4,3.02
,LOC-105,0,16.6,0
,LOC-105,0,20.6,0
,LOC-105,3,20.7,1.53
,LOC-105,0.25,26.3,0.14
,LOC-105,0,6.5,0
,LOC-105,0,27.8,0
,LOC-105,0,33,0
,LOC-105,0,15.3,0
,LOC-105,2.69,33.9,1.72
,LOC-105,0,27.3,0
,LOC-105,1.18,25.9,0.46
,LOC-105,2.05,23.6,0.76
,LOC-105,7.59,12.3,5.84
,LOC-105,0,33.8,0
,LOC-105,0,8.5,0
,LOC-105,0,32.5,0
,LOC-105,0,15.9,0
,LOC-105,0,28.5,0
,LOC-105,0,18.4,0
,LOC-105,5.79,25.6,1.25
,LOC-105,2.06,27.3,1.35
,LOC-105,2.51,23.3,0.56
,LOC-105,0.52,16.9,0.14
,LOC-105,4,25.7,2.44
,LOC-105,0.71,24.8,0.39
,LOC-105,0,15.6,0
,LOC-105,0,11.3,0
,LOC-105,3.49,13.1,1.95
,LOC-105,0,7.2,0
,LOC-105,6.45,29,5.09
,LOC-105,6.68,25.8,2.69
,LOC-105,0,22.2,0
,LOC-105,2.92,25.7,1.59
,LOC-105,0,22.8,0
,LOC-105,0,20.4,0
,LOC-105,0,23.2,0
,LOC-105,0,7.3,0
,LOC-105,0,17.6,0
,LOC-105,0.87,5.5,0.41
,LOC-105,0,21.6,0
,LOC-105,0.53,33,0.14
,LOC-105,5.58,25.4,2
,LOC-105,0,21.5,0
,LOC-105,0,21.9,0
,LOC-105,0.79,30.2,0.23
,LOC-105,2.98,21.5,2.2
,LOC-105,0,10.5,0
,LOC-105,0,20.8,0
,LOC-105,4.67,5,3.19
,LOC-105,0,14.6,0
,LOC-105,2.92,23.9,0.84
,LOC-105,6.54,12.5,4.15
,LOC-105,0,8.3,0
,LOC-105,0,29.3,0
,LOC-105,0,8.8,0
,LOC-105,0,26.1,0
,LOC-105,0,17.2,0
,LOC-105,0.85,15.3,0.54
,LOC-105,0,13.7,0
,LOC-105,0,14.1,0
,LOC-105,0,27.5,0
,LOC-105,0,10.3,0
,LOC-105,0,18.6,0
,LOC-105,0,34.4,0
,LOC-105,0,11.5,0
,LOC-105,3.68,13.6,1.28
,LOC-105,0.63,16.1,0.18
,LOC-105,0,9.6,0
,LOC-105,4.12,11.7,2.09
,LOC-105,0,22.7,0
,LOC-105,3.13,32.8,0.64
,LOC-105,0,30.2,0
,LOC-105,5.48,26,3.31
,LOC-105,0,33.3,0
,LOC-105,0,9,0
,LOC-105,12.53,28.3,9.85
,LOC-105,0,9.2,0
,LOC-105,0.2,34.9,0.11
,LOC-105,2.27,18.7,1.48
,LOC-105,1.33,32.9,0.96
,LOC-105,0,8.9,0
,LOC-105,0,26.3,0
,LOC-105,4.79,12,2.52
,LOC-105,0,9.4,0
,LOC-105,1.35,15.7,0.48
,LOC-105,0,17.1,0
,LOC-105,0,33.7,0
,LOC-105,11.24,20.7,3.17
,LOC-105,0,23.9,0
,LOC-105,0,17.3,0
,LOC-105,5.18,31.2,2.9
,LOC-105,5.83,26.1,2.29
,LOC-105,0,27.9,0
,LOC-105,0,30.1,0
,LOC-105,1.4,7.9,0.65
,LOC-105,0.96,20.4,0.44
,LOC-105,2.81,21,2.17
,LOC-105,0,30,0
,LOC-105,0,32,0
,LOC-105,1.28,10,0.9
,LOC-105,0,18.7,0
,LOC-105,0,28.1,0
,LOC-105,5.89,20.2,3.08
,LOC-105,1.42,11.9,1.09
,LOC-105,3.86,15.7,3.04
,LOC-105,8.9,6.2,3.04
,LOC-105,0,21,0
,LOC-105,0.22,17.8,0.06
,LOC-105,0,18,0
,LOC-105,8.18,24.1,5.98
,LOC-105,8.54,21.9,4.4
,LOC-105,0.1,25.7,0.08
,LOC-105,0.19,16.3,0.13
,LOC-105,2.31,30.2,1.66
,LOC-105,0,30.4,0
,LOC-105,0,21.2,0
,LOC-105,2.91,31.6,2
,LOC-105,3.06,6.1,1.52
,LOC-105,1.06,34.5,0.73
,LOC-105,5.65,22.6,3.57
,LOC-105,7.86,7.8,1.83
,LOC-105,1.5,22.5,0.7
,LOC-105,0,6.2,0
,LOC-105,3.71,33.3,1.13
,LOC-105,0,27.7,0
,LOC-105,0,33.5,0
,LOC-105,0,10.2,0
,LOC-105,0,7.9,0
,LOC-105,0,19.8,0
,LOC-105,4.01,11.2,1.62
,LOC-105,0,32.7,0
,LOC-105,0,27.1,0
,LOC-106,4.23,5.3,2.78
,LOC-106,0,8.5,0
,LOC-106,1.39,24.4,0.53
,LOC-106,4.5,11.2,1.61
,LOC-106,0,8.7,0
,LOC-106,2.61,26.8,0.69
,LOC-106,2.93,6.7,1.54
,LOC-106,0,29.8,0
,LOC-106,0,9,0
,LOC-106,0,24,0
